ID,Name,Country,First Name,Last Name
670,Dpker,Taiwan,Si-Di,Yu
671,cedrik,Taiwan,Tzu-An,Chen
672,Kandinsky,Taiwan,Jia-Heng,Chen
673,KEKC,Ukraine,Ievgen,Petrukhno
674,zurab,Ukraine,Zurab,Chkadua
675,PunisheR,Estonia,Martin,Hein
677,deSka,Moldova,-,
678,foolisH,Germany,Niko,Zimmermann
679,eNnok,Spain,Enrique,Ampolla
680,oFF,Spain,Jes̼s,Castillo Garcäa
681,taWer,Spain,Aitor,Gomez
682,Mad,Ukraine,Kiril,Zekunov
683,tipie,Finland,Topi,Varis 
684,ociriz,Finland,Mikael,Karkinen
685,jidefix,Finland,Juuso,Myllykoski 
686,jezi,Finland,Jesse,Nurmi 
687,noon,Finland,Esa-Pekka,Hottinen 
688,danzer,Finland,Otto,Dimitrow  
689,jigetus,Finland,Jirka,Ryhti 
690,RUMBLE,Finland,Anton,Mikkola   
691,shaker,Finland,Markus,Pyysalo 
692,BASiC,Finland,Kimmo,Fagerholm
693,zabaz,Finland,Tomi,Verkkoperä
694,aslak,Finland,Timi,Verkkoperä
695,allu,Finland,Aleksi,Jalli
696,jorgo,Finland,Georgios,Stergakis
697,pata,Finland,Nuutti,Syrjäaho
698,bassee,Finland,Sebastian,Lindroos 
699,shaino,Finland,Simon,Eriksson 
700,atHoL,Finland,Lars,Ehrman 
701,LillemaN,Finland,Niclas,Nylund 
702,drummL,Finland,Jens,Keihäs 
703,Metaphor,Finland,Janne,Halinen 
704,seerumj,Finland,Tuomas,Järvinen 
705,INNOJ,Finland,Jonni,Klemola
706,Xiro,Finland,Jere,Hänninen 
707,miksEr,Finland,Mikko,Knuutila 
708,Nakki,Finland,John,Sj̦holm 
709,exim,Finland,Jarno,Penttinen 
710,kstj,Finland,Jockum,Hild̩n 
711,unli,Finland,Juhis,Ruohonen 
712,c0mppu,Finland,Olli,Valtanen 
713,natu,Finland,Joona,Leppänen
714,dRiim,Finland,Miikka,Toroi
715,lomppe,Finland,Jouni,Suhonen 
716,Buksa,Finland,Antti,Reponen 
717,danis,Finland,Daniel,Schmidt 
718,Sturm1,Finland,Antti,Kervinen 
719,Wrench,Finland,Ilkka,Haapala 
720,shiv,Finland,Juho,Huhtala 
721,Fubbe,Finland,Matti,Väänänen 
722,daichi,Finland,Karri,Husu 
723,Bhiz,Finland,Jyri,Seppälä 
724,GuA,Finland,Arto,Siukola
725,pio-,Spain,Jose,Javier Läpez Morales
726,serginho,Spain,Sergio,Blasco
727,vAMp,Spain,Ivłn,Nieto
728,zippy,Spain,Javier,Beltrłn Duro
729,sergi,Spain,Sergio,Soto Sousa
730,Spanisfury,Spain,Chevi,Gonzalez
731,YuRk0,Spain,Jos̩,Aspas
732,kulty,Spain,Jose,Luis Cantä Tortosa
733,daeroN,Spain,Antonio,Fernłndez Peralta
734,dark,Spain,Miguel,Rey Läpez
735,Dosia,Russia,Mihail,Stolyarov
736,OverDrive,Russia,Alexey,Birukov
737,Fox,Russia,Sergey,Stolyarov
738,Dober,Russia,Ruslan,Shariffylin
739,foont,Russia,Pavel,Lukanidin
740,episode,Uzbekistan,Niyazi,Ibragimov
741,DiLeX,Uzbekistan,Dilshod,Madzhidov
742,CEKKA,Uzbekistan,Server,Kerimov
743,exMI,Uzbekistan,Rishat,Gizdelhanov
744,Thomas,Uzbekistan,Thomas,Yasyukyavichyus
745,dimadamage,Ukraine,Dmitriy,Morozov
746,senpai,Belarus,Kirill,Erofeev
747,devil,Belarus,Eugen,Tsvirko
749,Mario,Belarus,Mario,Baazis
750,monk,Belarus,Sergey,Semenenya
751,MILENK0,Bulgaria,Milen,Le
752,Geko,Bulgaria,Veselin,Ganchev
753,NECRO,Bulgaria,Petar,Shterev
754,masalito,Bulgaria,Velin,Velinov
755,DSI,Bulgaria,Dimitar,Iglikin
756,woodi,Denmark,Martin,Holm
757,besp,Sweden,-,
758,nex,Sweden,-,
759,tonedef,Sweden,-,
760,kroon,Sweden,-,
761,chefnnn,Sweden,-,
762,lidde,Sweden,Jonathan,Lidgren
763,Zitron,Sweden,Viktor,Kandre
764,robin,Sweden,Robin,L̦fstrand
765,JAEGARN,Sweden,Frederik,Andersson
766,BS7,Poland,Sebastian,Furman 
767,rom,Poland,Marcin,Kopystyłski 
768,pb,Sweden,Jonas,Pettersson
769,hyvlarn,Sweden,Jon,Edelsvärd
770,enoksen,Norway,Ruben,Enoksen
771,denwin,Sweden,Dennis,Gustavsson
772,keiz,Sweden,Andr̩,Carlsson
773,trixxi,Sweden,Johannes,M̴nsson
774,xynk,Sweden,Nicolai,Caran
775,marvel,Sweden,Erik,Janbell
776,Azid,Norway,Thomas,Heltne
777,X-rAy,Portugal,Daniel,
778,rorix,Portugal,Jọo,Serra
780,HcK,Brazil,Wellington,Franco
781,dzt,Portugal,Tiago,Gon̤alves
783,axoN,Portugal,Joaquim,Pinto
784,ehz,Portugal,Jọo,Monteiro
785,kastoN,Portugal,Jọo,Silva
786,DARKY,Portugal,Jọo,Ribeiro
787,Body,Portugal,Paulo,Figueiredo
788,Jacc,Venezuela,Juan,Escalona
789,GOofy,Venezuela,Juan,Carlos Rengifo
790,Khamus,Venezuela,Cesar,Lebrum
791,shot,Venezuela,Kendri,Rosendo
792,Yis,Venezuela,Jesus,Brancho
793,JungleboY,United Kingdom,Erin,Teucher
794,Kurt1s,United Kingdom,Kurtis,Shore
795,Sp|ke,United Kingdom,Mark,Quigley
796,Suffz,United Kingdom,Suffian,Arshad
797,taLz,United Kingdom,Talha,Ahmad
798,oskar,Czech Republic,Tomłš,šʁšastnä
799,zigurat,Czech Republic,Martin,Slanec
801,jonz,Czech Republic,Jonłš,Rech
802,Hajcl,Czech Republic,Vasek,Matejcek
803,bjERKE,Norway,Anders,Bjerke
804,VIDI,Finland,Atte,Hyväkkä
805,MYS,Germany,Christopher,Seidemann
806,TYMO,Germany,Timo,Verholen
807,pacular,Germany,Phillip,Renk
808,foxM,Germany,Bernd,Schmid
809,lux,Germany,Dominik,Gaupties
810,milkay,Germany,Philipp,K̦nig
811,sHoa,Germany,Steven,Hingerl
812,seiken,Germany,Tobias,Forthmann
813,kodi,Germany,Martin,Janetzkowski
814,minitronix,Germany,Lars,Mohr
815,seezung,Netherlands,Dennis,Seesing
816,trx,Netherlands,Mike,Degger
817,Peewie,Germany,Petra,Jäckel
818,beyoNd*,Germany,Melanie,Gutsche
819,nknknk,Switzerland,Beatrice,Balz
820,angel.th,Germany,Christina,Hälzer
821,Lunatic,Germany,Jennifer,L̦hr
822,CHEF-KOCH,Germany,David,Nagel
823,Maniac,Switzerland,Mathieu,Quiquerez
824,e pato,Turkey,Engin,Demir
825,saken,Germany,Raphael,Bleckert
826,BaLu,Germany,Sven,Magirius
827,debsN68,Poland,Christopher,Debski
828,hakkeNp,Germany,Hannes,Heibrook
829,konsti,Germany,Konstantin,Kuhn
830,guardiaN,Germany,Lars,Wickler
831,crakk,Germany,Benjamin,Ohm
832,blood,Germany,Kai,Wagner
833,JR,Germany,Ralf,Hähnlein
834,zy-,Germany,Michael,Rettig
836,granny,Germany,Keoma,Horstmann
837,GoodRifle,China,Chao,Xue
838,alex,China,Zhengwei,Bian
839,tb,China,BingYuan,Li
840,karl,China,Xi,Wang
841,xf,China,Xuefeng,Lai
842,NNN,Spain,-,
843,Polvoruen,Spain,-,
844,hankk,Spain,Jonathan,Nolasco
845,kkileRU&apos;1,Spain,-,
846,manKitorz,Spain,-,
847,andr1g,Iceland,Andri,Gunnarsson
848,sPiKe,Iceland,Birgir,́gustsson
849,Vargur,Iceland,Arnar,Ingvarsson
850,deNos,Iceland,Brynjar,Jähannsson
851,roMim,Iceland,Gu̡mundur,Jänsson
852,GALLO,Spain,-,
853,rodri,Spain,-,
854,menta,Spain,-,
855,narguuu,Spain,Joseba,Ortiguela
856,zeusinho,Spain,-,
857,aurreko,Spain,-,
858,fab1,Spain,-,
859,QLe,Spain,David,Valcłrcel
860,Mikk,Spain,Mikel,Fraile
861,PoRRaS,Spain,-,
862,quako,France,Brendan,Antoni
863,anduril,France,-,
864,CTI20,France,-,
865,haxgeN,France,-,
866,AkumA,France,Remy,Amiel
867,narsil,Spain,-,
868,bLer0,Spain,-,
869,xAnin,Spain,-,
870,ciza,Spain,-,
871,v1n,Spain,-,
872,Arctic,Greece,Konstantinos,Oikonomou
873,M4JOR,Greece,Dennis,Karavidas
874,Quaker,Greece,Jorge,Mellidis
875,MEr,Greece,Manos,Kardaras
876,castigar,Greece,Teo,Kotoulas
877,syckz,Spain,-,
878,Die,Spain,-,
879,Dio,Russia,Nikita,Trifonov
880,DYNAMIC,Sweden,Kristoffer,Johannesson
881,XENT,Sweden,Andreas,Seigner
882,enden,Sweden,Piotrek,Larsson
883,ZORKKE,Sweden,-,
884,Xizt,Sweden,Richard,Landstr̦m
885,olofmeister,Sweden,Olof,Kajbjer
886,oss1e,Sweden,Oskar,Malm
887,Sasbullet,Sweden,Nils,Str̦mberg
888,MYRAN,Sweden,Kristoffer,Andersen
889,fairY,Sweden,,
890,rdl,Sweden,Alexander,Redl
892,ask,Germany,Matthias,Tritt
893,puri,Germany,Pouria,Naseri-Goki
894,cruzN,Germany,Maximilian,Klasen
895,HABESCHA,Germany,Aron,Belay
896,dommy,Germany,Dominik,Hahn
897,spyro,United States,Joseph,Perez
898,derleo,Germany,Kilian,Ricken
899,gimp,Germany,Sebastian,Bär
900,Yunky,Germany,Julian,Fuchs
901,Jungle,China,Yang,Ke Fei
902,CKX,China,Kaixi,Chen
903,K1ngZ,China,Tang,Ke
904,P1rate,China,Dai,YangBo
905,Kuber,China,Dai,ShuangBo
906,gogo,China,Xu,Peng
907,YZ,China,Zheng,Yang 
908,Jun,China,ChengJun,Fang 
909,3#,China,Li,Zhi
910,TH,China,Hao,Tang
911,smallboy,China,Shi,Bo
912,Rita,China,BiaoHong,Huang
913,jaenson,Germany,Jan,Stuhldreher
915,uNL,Germany,Tobias,Schwind
916,Turbo,Kazakhstan,Alysher,Bakyev
917,sniggy,Malaysia,Sanjay,Anantharajah
919,funatic,Denmark,Słren,Nilsson
920,dalle,Denmark,Daniel,Kjersgaard
921,BERRY,Denmark,Danny,Kräger
922,Snappi,Denmark,Marco,Pfeiffer
923,Ktulu,Denmark,Henrik,Kristensen
924,Scottbull,Germany,Adam,Grzesik
925,Xoma,Russia,Andrey,Mironenko
926,jckl,Czech Republic,Michael,Holä
927,gns,Czech Republic,Tomłš,Pavlił
928,jRi,Czech Republic,Jindłich,Hochman
929,StaN,Slovakia,Stanislav,Levan
930,DecE,Romania,Liviu,Munteanu
931,SeDaN,Romania,Sedan,Ibrahim
932,SZR,Romania,Daniel,Hohan
933,reN,Romania,Iasar,Ener
934,crow,Romania,Stamat,Ionut
935,enox,Norway,Kim,Vinje
936,hellzERk,Norway,Martin,Solbakken
937,PannY,Norway,Tor,Erik Nilsen
938,mewiE,Norway,Daniel,Bjur
939,thundR,Norway,Christopher,Bauge
940,asharon,Switzerland,Nicolas,Bizirianis
941,espi,Austria,Claudio,Lutz
942,KinGpiN,Switzerland,Alex,Doggweiler
943,lance,Switzerland,Jonas,Vogel
945,kaNE,Austria,Sary,El Baghdady
946,Captain Awesome,Germany,Richard,Winzek
947,KaRa,France,Benjamin,Carasco
948,kristeN,France,Stephane,Dos Santos
949,ScariuM,France,Fabrice,Bonnet
950,skizo,Denmark,Nicolaj,Fogh Madsen
951,rubiano,Denmark,Kevin,Rubiano
952,Zoop,Denmark,Troels,Magnussen
953,bars,Russia,Alexander,Horoshilov
954,crAsher,Russia,-,
955,sidd,Russia,Dmitry,Zhukov
956,hacker,Russia,Roman,Abramov
957,AaroN,United Kingdom,Aaron,Hemmings
958,AlesKi,United Kingdom,Alex,Way
959,Melser,Finland,Erik,Tuominen
960,COPA,Germany,Jens,Burkard
961,n0.skill,Germany,Dennis,Haase
962,zecer,Denmark,Flemming,Pedersen
963,SlyCer,Germany,Marco,Schwab
964,mou,Kazakhstan,Rustem,Telepov
965,SNAPPLE,Romania,Iulian-Andrei,Constantin
966,falco,France,Fran̤ois-Xavier,Collinet
967,YanK,France,Vincent,Fournier
969,MNR,Russia,Nikolay,Kirpichev
970,ScurK,Finland,Jonas,Finnilä
971,KHRN,Finland,Jesse,Grandell
972,DaY,Norway,Jon,Thomas Rudstrłm
973,SZPERO,Poland,Grzegorz,Dziamałek
974,brd,Poland,Grzegorz,äciełski
975,demo,Poland,Michał,Roch
976,destru,Poland,Adam,Gil
977,Milt,Poland,Jacek,Raszka
978,robbs,United Kingdom,Rob,James
979,HUGZOO,United Kingdom,Ben,Hughes
980,RAMPAGE,United Kingdom,Graham,Johnston
981,KENJi,United Kingdom,Ashley,Bowley
982,Sharpe,United Kingdom,Jack,Lewis
983,caroLin,Germany,Carolin,Babylon
984,selby,Czech Republic,David,Hloch
985,macman,Hungary,Mac-Claen,Täth
986,Outsidah,Sweden,Christopher,Broman 
987,RAPIDEN,Sweden,Jesper,Lundmark 
988,bequ,Sweden,Jesper,Bergqvist 
989,Kvirre,Sweden,John,Haidic 
990,SETAPH,Sweden,Jesper,Wettainen 
991,stEAM,Denmark,Jacob,Staechmann
992,Gulle,Denmark,Peter,łstergaard
993,bali,Indonesia,Andrew,Joseph
994,vuggo,Sweden,Viktor,Jendeby
995,givar,Sweden,Givar,Shabani
996,ezki,Sweden,Filip,Eliasson
997,hoddi,Sweden,Kristoffer,Huotari
998,norske,Sweden,Adam,Larsgaard
999,xpozer,Sweden,Tobias,Bj̦rklund
1000,fuze,Sweden,Martin,Paulsson
1001,ninoze,Sweden,Micael,Karlsson
1002,olauzzoN,Sweden,Patrik,Olausson
1003,iON,Finland,Tommi,Alanko
1004,hybaa,Serbia,Milan,łałił
1005,vlada,Serbia,Vladimir,Korac
1006,sewAy,Serbia,Petar,Budovalłev
1007,k1Ng0r,Serbia,Nemanja,Bołkovił
1008,3EBC,Serbia,Vladimir,Radosavljevił
1009,bobo,Malaysia,Azim,Yazid
1010,rico,Malaysia,Gerard,Anand
1011,gavin,Malaysia,Gavin,Lam
1012,nyhix,Malaysia,Yew,Siang Ng
1013,petras,Czech Republic,Petr,Funk
1014,pepik,Czech Republic,Milan,Gellebra
1015,zEro,Czech Republic,Tomłš,Bojanovskä
1017,arsas,Czech Republic,Ondłej,Lhota
1018,KenaN,United States,Kenyon,Temmel
1019,VISION,Germany,Johannes,Lange
1020,monch,Germany,Arnold,Koletzek
1021,XektoR,Germany,Thomas,Koletzek
1022,REASTEN,Norway,Kenneth,Kristiansen
1023,KORN,Norway,Kristian,Hokland
1024,pekky,Norway,Bjłrn,Eirik Młller-Nielsen
1025,SpEcTruM,Brazil,Fernando,Sousa
1026,ouch,Lithuania,Tomas,Kei
1027,abnor,Lithuania,Dmitrij,Bajukov
1028,kestylo,Lithuania,Kestutis,Kucinas
1029,shame,Lithuania,Igor,Pavlov
1030,Monu,Belgium,Fr̩deric,Dewever
1031,nunji,Belgium,Felix,van de Put
1032,duncan,Belgium,Jannick,De Thaeye
1033,nookbrid,Belgium,Jules,Wydoodt
1034,ciseta,Belgium,Dries,van Houdt
1035,f0rte,Estonia,Rait,M̦lder
1036,turbz,Estonia,Keit,M̦lder
1037,Foux,Estonia,Madis,Vesker
1038,bitchiR,Estonia,Hans,Tint
1039,viski,Estonia,Erik,P̵ldmets
1040,prb,Norway,Preben,Gammelsäter
1041,speedi,Sweden,Michel,Gewargis
1042,sHABI,Sweden,Shabi,Gewargis
1043,shabi,Sweden,Shabi,Betyo
1044,emilio,Sweden,Joel,Mako
1045,Maikelele,Sweden,Mikail,Bill
1046,dboorN,United States,Derek,Boorn
1047,SFM,Denmark,Samal,Mikkelsen
1048,zTara,United Arab Emirates,Abdulla,Al Muhairi
1049,U43.KB,United Arab Emirates,Reyadh,Al Nuaimi
1050,BlanKa,United Arab Emirates,Abdullah,Al Neaimi
1052,st1cker,United Arab Emirates,Ali,Al-Mehairi
1053,whMsy,United Arab Emirates,Hesham,Hassan
1055,havoK,India,Love,Paras
1057,jap,Philippines,Zeyad,Mandour
1058,4lwa7sh,United Arab Emirates,Khaled,Al Jodar
1059,fury,Sweden,Alexander,Nystr̦m
1060,peppo,Sweden,Petri,Dahlstr̦m
1061,neeky,Turkey,Bänyamin,Naziyok
1062,Jny,Germany,Jonas,Opitz
1063,shur1k,Germany,Alexander,Werner
1064,crisby,Germany,Christian,Schmitt
1065,sollet,Sweden,David,Bj̦rk
1066,Rara,Tunisia,Rassen,Abdou
1067,NeOn,Germany,Kim,Bäumchen
1068,awake,Germany,Stefan,Benz
1069,tox,Germany,Christopher,Ladas
1070,QuaK3R,Germany,Pawel,Sala
1071,OeTen,Turkey,łzcan,Atmaca
1072,yddap,Germany,Patrick,
1073,hackzero,Germany,Vinzenz,Pauck
1076,eRz,Germany,Eric,Schneider
1077,fazer,Germany,Henning,Mau
1078,BB,China,Yunlong,Wang
1079,jtx,Uzbekistan,Timur,Nizamov
1080,GDE,Kazakhstan,Maxim,Kulakov
1081,fReak,Kazakhstan,Erkebulan,Kurishbayev
1082,Nur1k,Kazakhstan,Nurtas,Mamytbayev
1083,AERO,Russia,Pavel,Surmach
1084,Fierce,Russia,Artem,Ivanov
1085,Fly,Russia,Alan,Temirov 
1086,hondroz,Russia,Aleksey,Zubkov
1087,Slit,Belarus,Vladimir,Dedkov
1088,liTTle,Russia,Anatoliy,Yashin
1089,ihar,Belarus,Ihar,Savosteenko
1090,DozeR,Kazakhstan,Talgat,Telepov
1091,MuMiNo,Kazakhstan,Zhandos,Omarov
1092,Are,Kazakhstan,-,
1093,katana4ozavr,Russia,,
1094,nookie,Russia,Oleg,Shamanov
1095,Foking,Russia,Igor,Dudchenko
1096,nitro,Russia,,
1097,sqrftk,Russia,Ruslan,Yarullin
1098,shiney,Ukraine,Alexey,Romanenko
1099,night1k,Ukraine,Viktor,Svetlikov
1100,damien,Ukraine,Vladimir,Rymarenko
1101,hommii,Ukraine,Pavel,Stelmakh
1102,happy_,Ukraine,,
1103,RapeN,Turkey,Aykut,Sara̤ołlu
1104,rAx,Germany,Marcel,Klenner
1105,log111,Germany,Sascha,Mirosavljev
1106,Rhje,Russia,Dmitry,Yaskevich
1107,toddy,Russia,Ivan,Dukach
1108,Suppa,Russia,Alex,Lobas
1109,drac-,Russia,Artem,Shmakov
1110,Sakura,Ukraine,Alexander,Netreba
1111,ZeroGravity,Ukraine,Alexander,Kohanovskiy
1112,sye,Ukraine,Mykhailo,Dumchev
1113,prb,Ukraine,Oleg,Bulavko
1114,Sprut1k,Ukraine,Mykhailo,Seletskiy
1115,stan,Russia,Aleksandr,Ubbo
1116,gurkie,Russia,Kirill,Ovsyannikov
1117,Swiss,Russia,Dmitry,Petrov
1118,kiR,Russia,Ildar,Kapkaev
1119,asfalot,Russia,Sergey,Mandrik
1120,BelWest,Belarus,,
1121,Arazi,Russia,,
1122,Titan007,Russia,-,
1123,Lumi,Russia,,
1124,Tifon,Russia,,
1125,Tafa,Ukraine,Taufiq,Khidri
1126,skif,Ukraine,,
1127,Death,Ukraine,Artyom,Goliev
1128,rr,Ukraine,,
1129,aMi,Ukraine,Amiran,Rehviashvili
1130,Nomad,Denmark,Per,Lambäk
1131,guddo,Denmark,Martin,Cording
1132,Nix0n,Denmark,Marc,Winther Kristensen
1133,MIRAA,Portugal,Luäs,Mira
1134,STRIKER,Belarus,Anton,Rozhkou
1135,pop,Sweden,Danny,Oldenburg
1136,Apollo,Belgium,Ivan,Wuddhisukhum
1137,DeKMaTcHeR,Belgium,Decio,Pinto
1138,xire,Netherlands,Ferdi,Senel
1139,luosrevo,Netherlands,Jamie,Lammers
1140,ferrid,Netherlands,Ferdi,van Leeuwen
1141,Riko,Moldova,,
1142,Niko,Moldova,,
1143,Tailer,Moldova,,
1144,smT,Lithuania,-,
1145,manne,Sweden,Manne,Nordqvist
1146,dennis,Sweden,Dennis,Edman
1147,huggan,Sweden,Hugo,Lopez
1148,pinne,Sweden,Tobias,Jansson
1149,Sprat,Finland,Kimi,Koivu
1150,osqari,Finland,Oskari,Pulkkinen
1151,gil,Belarus,-,
1152,Alksyi,Belarus,Aleksey,Lychkovskiy
1153,dan1kk,Belarus,Aleksandr,Danishevich
1154,roman,Belarus,Roman,Redihin
1155,nike,Belarus,-,
1156,DruNK,Russia,Aleksandr,Kraynev
1157,gesNake,Russia,Vadim,Udalov
1158,Lancher,Russia,,
1159,tixoNsville,Russia,Aleksandr,Tihonravov
1160,Z10d3y,Russia,,
1161,tx,Lithuania,Arłnas,Vaiłelis
1162,tikku,Sweden,Kristoffer,Heinonen
1164,sixt,Germany,,
1165,shuuk,Germany,-,
1166,SeaKeR,Netherlands,Jimmy,Achmad
1167,wez,United Kingdom,Elliot,Welsh
1168,PassioN,United Kingdom,Rhys,Geraint
1169,k1z,United Kingdom,Matt,Spencer
1170,sameh,United Kingdom,Sam,Woolley
1171,symplE,United Kingdom,Sam,Caskey
1172,ZAK,Ireland,Zak,Floyd
1173,MepH,Poland,Marek,Walkowiak
1174,RobuLuS,United Kingdom,Rob,Dickin
1175,curtz,United Kingdom,Curtis,Melling
1176,exact,United Kingdom,Ben,Dixey
1177,speN,United Kingdom,Matt,Spencer
1178,Sulle,United Kingdom,Sean,O&apos;Sullivan
1179,@lantis,United Kingdom,Tom,Illingworth
1180,Azazeal,United Kingdom,Liam,Gerrish
1181,g1o,Spain,Giovanni,Geladi
1182,SPANKER,United Kingdom,James,Sweeting
1183,spunK,United Kingdom,Danny,Webber
1184,jORe,Denmark,Jimmy,Allen
1185,faken,United Kingdom,Ali,Cole
1186,zaK,United Kingdom,Zac,Bassett
1187,ARCH1EB,Norway,Christian,Pedersen
1188,oLi,United Kingdom,Oli,Adams
1189,copA,Norway,Jłrgen,Fjeldaas
1190,SLP,France,Tanguy,Versace
1191,johan,Czech Republic,Jan,Jurłš
1192,smalito,Czech Republic,Tomłš,Bortel
1193,traitor,Latvia,Aleksey,Molchanov
1194,krm,Latvia,Jevgenij,Svjackis
1195,evk,Latvia,Roman,Bohomol
1196,Zero,Macedonia,Sasho,Mitrusevski
1197,N1GHTMARE,Macedonia,Jovan,Derebanoski
1198,CI@,Macedonia,Vlatko,Sekovski
1199,dreadon,Macedonia,Dime,Jovanovił
1200,hitMouse,Belarus,Kirill,Tsarev
1201,vlad3,Belarus,Uladzislau,Dudarau
1202,KabachoOOOk,Belarus,Dzmitriy,Ulasau
1203,mali Zen,Serbia,Milan,Batinica
1204,g0g1,Serbia,Gordan,Prołił
1205,k1d0r,Romania,Marian-Daniel,Paka
1206,BTN,Romania,Catalin-Ionut,Stanescu
1207,MARIUS,Romania,Marius,Ionita
1208,skreqone,Slovakia,Boris,Belan
1209,baf0,Slovakia,Michal,łierny
1210,cheesE,Slovakia,Oliver,Sokol
1211,Nim,Slovakia,Juraj,Sanitra
1212,Gramas,Italy,Giorgio,Colliva
1213,Lunarydz,Italy,Marco,Scarpantoni
1214,termi,Italy,Marco,Salerno
1215,cla,Italy,Claudio,Crisafulli
1216,Kalleh,Ireland,James,Wallace
1217,wingie,Ireland,Sean,Ryan
1218,cruddi,Ireland,Seamas,McCrudden
1219,KaM,Ireland,Stephen,Walsh
1220,KoRn,Croatia,Tomislav,Tatarovic
1221,bobek,Croatia,Bojan,Herceg
1222,sncL,Croatia,Igor,łincek
1223,TMC,Croatia,Mario,Semeł
1224,qqx,Croatia,Andrej,Jaksic
1225,shox,France,Richard,Papillon
1226,JeJe,France,Simon,Rouxel
1227,mileta,Serbia,Mileta,Urołevił
1228,c0nfy,Serbia,Marko,Biäił
1229,Zile,Montenegro,Stefan,Zizic
1230,N0sferatu,Montenegro,Nemanja,Pejovił
1231,Pandemonium,Montenegro,Nikola,Vuletił
1232,cIx,Montenegro,Petar,Cicmil
1233,Masterhood,Montenegro,Filip,Lopicic
1234,bizzare,Belarus,Mikhail,Shkut
1235,HillmaN,Slovenia,äiga,Griłar
1236,jan,Slovenia,Jan,Trempus
1237,shad,Slovenia,Tim,Pahor
1238,snaro,Slovenia,Peter,Prosen
1239,kosek,Slovenia,Luka,Nerad
1240,Monty,Czech Republic,Milan,Stanislav
1242,MSK,Moldova,Eugen,Kuznetsov
1243,cool,Turkey,Erman,Eray
1244,venza,Turkey,Ertug,Ok̤uoglu
1245,merentz,Turkey,Doga,łabak̤or
1246,xylm,Turkey,Timṳin,Argilli
1247,prostar,Turkey,Dogukan,Erel
1248,marqnue,Turkey,Salih,Onaran
1249,Patrickpark,Belgium,Bernard,De Grove
1250,lurE,Bulgaria,Boyan,Nastev
1251,h1Noy,Israel,Hinoy,Solomon
1252,pisti,Israel,Sagi,Youndof
1253,balcon,Israel,Liav,Granek
1254,werNz,Israel,Nir,Blum
1255,xpansion,Israel,Shachar,Eilenberg
1256,wuzzo,Estonia,T̵nis,Kont
1257,kaztro,Iceland,̍var,H̼ni
1258,CIKIST,Lithuania,Valdemar,Romanovskij
1259,dARKIe,Lithuania,Vadim,Lapin
1260,jArim,Latvia,Jaroslav,Kolpnev
1261,GekoNs,Latvia,Bruno,Gailitis
1262,DSt,Hungary,Täski,Tamłs
1263,niuk,Hungary,Młrkä,Rłcz
1264,smilee,Hungary,Gabor,Morvai
1265,SoniC,Hungary,Dłvid,Kłldi
1266,mamu,Switzerland,Michael,Sch̦nbucher
1267,Dev1,Slovakia,Ivan,Lazarov
1268,JazzMan,Bosnia and Herzegovina,Jasmin,Medjedovic
1269,Laquila,Bosnia and Herzegovina,Mili,Sivrił
1270,Milan,Bosnia and Herzegovina,Milan,Petkovił
1271,TaofiK,Romania,Taofik,Jawich
1272,PeRRy,Romania,Mircea,Predut
1273,STRYKER,Belgium,Tom,Colyn
1274,avel,Greece,Kyriakos,Etoglou
1275,AFFICHKO,Bulgaria,Anton,Kolev
1276,minko,Bulgaria,Minko,Ivanov
1277,pepe,Bulgaria,Petr,Tyufekchiev
1278,pNshr,Bulgaria,Nikolay,Paunin
1279,burt,Austria,Jeremias,Bauer
1280,John,Austria,Philipp,Sulek
1281,uLTi,Austria,Thomas,Teissl
1282,bomber,United Kingdom,Simon,Potter
1283,Kyle,United Kingdom,Kyle,Forster
1284,ig0r,Bosnia and Herzegovina,Igor,Bołkił
1285,Soble,Bosnia and Herzegovina,David,Miłił
1286,Freon,Finland,Joni,Huumo
1287,slaYn,Netherlands,Eric-Jan,Peeters
1288,tommeh,Netherlands,Tom,Nijenhuis
1289,zem1k,Netherlands,Przemek,Jansen
1290,bARA,Ukraine,Dima,Prohner
1291,Shippo,United Kingdom,Martin,Shipman
1292,RedH,United Kingdom,Will,Manson
1293,neqomaso,Switzerland,Marc,Eicher
1294,bangluv,Latvia,Denis,Zaec
1295,d0lzen,Bulgaria,Emil,Kostov
1296,revnqnko,Bulgaria,Sevastian,Koynov
1297,kap1tw,Greece,Giannis,Petritis
1298,Roy_G,Netherlands,Roy,Gerritsen
1299,EMR,Bosnia and Herzegovina,Emir,Ceric
1300,dedan,Russia,Valery,Ignatkin
1301,f0z,United Kingdom,Sam,Foskett
1302,gale,United Kingdom,Aaron,Saba
1303,cucumber,Ukraine,Stepan,Pershko
1304,salE,Serbia,Aleksandar,Bobił
1305,Musse,Lithuania,Tadas,łvaikeviłius
1306,VofkiN,Russia,Vladimir,Shmakov
1307,mAger,Russia,Magerram,Akhmedov
1308,Honda,Switzerland,Mathias,Fehlmann
1309,Soulz,Estonia,Raino,Siidirätsep
1310,ENTEL,Bosnia and Herzegovina,Rijad,Jablan
1311,quell,Bosnia and Herzegovina,Tarik,Alikadił
1312,egzekut0r,Serbia,Velimir,Atanasovski
1313,KuKu,United Kingdom,Matt,Dix
1314,MClRN,United Kingdom,Mark,McLaren
1315,Oobie,United Kingdom,Robert,Rodrigues
